_id,name,lat,lon
55021,泊,36.9517,137.5517
55056,魚津,36.8217,137.4283
55091,伏木,36.7917,137.055
55102,富山,36.7083,137.2017
55141,砺波,36.61,136.955
55166,上市,36.67,137.4233
55191,南砺高宮,36.545,136.8717
55206,八尾,36.5783,137.1317
55041,氷見,36.8633,136.96
55063,宇奈月,36.8467,137.5567
55156,大山,36.6083,137.2833
55267,猪谷,36.4733,137.2367
55151,秋ヶ島,36.6483,137.1867
55252,五箇山,36.43,136.9417
55217,立山芦峅,36.5767,137.385
56036,珠洲,37.4467,137.2867
56052,輪島,37.3917,136.895
56081,門前,37.2617,136.7283
56116,志賀,37.1433,136.725
56146,七尾,37.03,136.9917
56176,羽咋,36.8933,136.7767
56186,かほく,36.7117,136.6917
56227,金沢,36.5883,136.6333
56232,医王山,36.52,136.745
56301,栢野,36.225,136.3583
56286,白山吉野,36.3617,136.6133
56346,白山白峰,36.18,136.625
56276,小松,36.3817,136.435
56093,三井,37.2933,136.9617
56192,宝達志水,36.7883,136.7683
57066,福井,36.055,136.2217
57121,大野,35.9717,136.4967
57206,今庄,35.7667,136.2
57248,敦賀,35.6533,136.0617
57317,小浜,35.4833,135.7817
57071,美山,35.9983,136.3583
57286,美浜,35.6,135.9167
57001,三国,36.2433,136.1733
57082,勝山,36.0383,136.5217
57051,越廼,36.0117,135.99
57176,九頭竜,35.905,136.67
57311,大飯,35.48,135.6167
57026,春江,36.1417,136.2233
57106,武生,35.9067,136.175
60051,今津,35.4117,136.0283
60131,彦根,35.275,136.2433
60161,近江八幡,35.1267,136.0967
60216,大津,34.9917,135.9117
60236,土山,34.9383,136.2783
60196,東近江,35.0617,136.19
60226,信楽,34.9133,136.08
60061,長浜,35.4233,136.2417
60116,南小松,35.235,135.9567
60026,柳ケ瀬,35.5817,136.1883
60102,米原,35.3833,136.3433
60081,朽木平良,35.3083,135.83
61031,峰山,35.6183,135.0717
61076,宮津,35.55,135.235
61111,舞鶴,35.45,135.3167
61187,福知山,35.3117,135.1133
61242,園部,35.1083,135.455
61286,京都,35.015,135.7317
61326,京田辺,34.83,135.76
61251,京北,35.18,135.6617
61001,間人,35.7367,135.0867
61201,本庄,35.26,135.395
61306,長岡京,34.93,135.7283
