,_id,Date,precip,Unnamed: 0,name,lat,lon,text
692,52511,2019-8-22 15:40,0.0,874.0,揖斐川,35.485,136.5667,揖斐川:  0.0mm
693,52536,2019-8-22 15:40,0.0,859.0,美濃加茂,35.445,137.005,美濃加茂:  0.0mm
694,52556,2019-8-22 15:40,0.0,861.0,恵那,35.4467,137.4033,恵那:  0.0mm
695,52557,2019-8-22 15:40,0.0,862.0,中津川,35.4767,137.4867,中津川:  0.0mm
696,52571,2019-8-22 15:40,0.0,863.0,関ケ原,35.3633,136.4667,関ケ原:  0.0mm
697,52581,2019-8-22 15:40,0.0,864.0,大垣,35.3467,136.62,大垣:  0.0mm
698,52586,2019-8-22 15:40,0.0,865.0,岐阜,35.4,136.7617,岐阜:  0.0mm
699,52606,2019-8-22 15:40,0.0,868.0,多治見,35.3467,137.1083,多治見:  0.0mm
700,52642,2019-8-22 15:40,0.0,,,,,nan:  0.0mm
701,53016,2019-8-22 15:40,0.0,889.0,北勢,35.1433,136.5383,北勢:  0.0mm
702,53041,2019-8-22 15:40,0.0,890.0,桑名,35.05,136.6933,桑名:  0.0mm
703,53061,2019-8-22 15:40,0.5,892.0,四日市,34.94,136.58,四日市:  0.5mm
704,53091,2019-8-22 15:40,0.0,893.0,亀山,34.87,136.4533,亀山:  0.0mm
705,53112,2019-8-22 15:40,0.0,894.0,上野,34.7617,136.1417,上野:  0.0mm
706,53121,2019-8-22 15:40,0.0,895.0,笠取山,34.725,136.3083,笠取山:  0.0mm
707,53133,2019-8-22 15:40,0.0,,,,,nan:  0.0mm
708,53141,2019-8-22 15:40,0.0,897.0,名張,34.635,136.1117,名張:  0.0mm
709,53151,2019-8-22 15:40,0.0,912.0,白山,34.625,136.3217,白山:  0.0mm
710,53196,2019-8-22 15:40,7.5,899.0,小俣,34.5283,136.665,小俣:  7.5mm
711,53231,2019-8-22 15:40,0.0,900.0,粥見,34.4483,136.39,粥見:  0.0mm
712,53257,2019-8-22 15:40,0.0,908.0,鳥羽,34.4817,136.825,鳥羽:  0.0mm
713,53287,2019-8-22 15:40,0.0,901.0,藤坂峠,34.3233,136.4883,藤坂峠:  0.0mm
714,53296,2019-8-22 15:40,0.0,910.0,南伊勢,34.345,136.6817,南伊勢:  0.0mm
715,53307,2019-8-22 15:40,0.0,913.0,阿児,34.3283,136.8317,阿児:  0.0mm
716,53321,2019-8-22 15:40,0.0,909.0,宮川,34.2783,136.2083,宮川:  0.0mm
717,53326,2019-8-22 15:40,0.0,911.0,紀伊長島,34.2083,136.3267,紀伊長島:  0.0mm
718,53378,2019-8-22 15:40,0.0,902.0,尾鷲,34.07,136.1933,尾鷲:  0.0mm
719,53401,2019-8-22 15:40,0.0,915.0,熊野新鹿,33.9317,136.1383,熊野新鹿:  0.0mm
720,53416,2019-8-22 15:40,0.0,914.0,御浜,33.8517,135.98,御浜:  0.0mm
721,54012,2019-8-22 15:40,0.0,,,,,nan:  0.0mm
722,54041,2019-8-22 15:40,0.0,959.0,弾崎,38.33,138.5117,弾崎:  0.0mm
723,54056,2019-8-22 15:40,6.5,956.0,高根,38.33,139.605,高根:  6.5mm
724,54086,2019-8-22 15:40,0.0,916.0,村上,38.2267,139.4783,村上:  0.0mm
725,54097,2019-8-22 15:40,0.0,961.0,三面,38.2467,139.605,三面:  0.0mm
726,54157,2019-8-22 15:40,0.0,918.0,相川,38.0283,138.24,相川:  0.0mm
727,54166,2019-8-22 15:40,0.0,919.0,両津,38.0733,138.44,両津:  0.0mm
728,54167,2019-8-22 15:40,0.0,970.0,秋津,38.06,138.4133,秋津:  0.0mm
729,54181,2019-8-22 15:40,0.5,960.0,中条,38.06,139.4083,中条:  0.5mm
730,54191,2019-8-22 15:40,0.0,951.0,下関,38.0917,139.5633,下関:  0.0mm
731,54232,2019-8-22 15:40,0.0,920.0,新潟,37.9117,139.0467,新潟:  0.0mm
732,54236,2019-8-22 15:40,0.0,969.0,松浜,37.955,139.1117,松浜:  0.0mm
733,54271,2019-8-22 15:40,0.0,948.0,羽茂,37.8417,138.3133,羽茂:  0.0mm
734,54296,2019-8-22 15:40,0.0,922.0,新津,37.7917,139.0867,新津:  0.0mm
735,54301,2019-8-22 15:40,1.5,,,,,nan:  1.5mm
736,54311,2019-8-22 15:40,0.5,953.0,赤谷,37.835,139.415,赤谷:  0.5mm
737,54341,2019-8-22 15:40,0.0,923.0,巻,37.7683,138.9133,巻:  0.0mm
738,54387,2019-8-22 15:40,0.0,925.0,寺泊,37.64,138.7667,寺泊:  0.0mm
739,54396,2019-8-22 15:40,0.0,926.0,三条,37.64,138.955,三条:  0.0mm
740,54406,2019-8-22 15:40,0.0,927.0,村松,37.6967,139.1883,村松:  0.0mm
741,54421,2019-8-22 15:40,0.0,928.0,津川,37.6717,139.4467,津川:  0.0mm
742,54462,2019-8-22 15:40,0.5,964.0,宮寄上,37.58,139.14,宮寄上:  0.5mm
743,54472,2019-8-22 15:40,0.0,968.0,室谷,37.55,139.37,室谷:  0.0mm
744,54501,2019-8-22 15:40,0.5,930.0,長岡,37.45,138.8233,長岡:  0.5mm
745,54506,2019-8-22 15:40,0.0,931.0,栃尾,37.475,138.9917,栃尾:  0.0mm
746,54541,2019-8-22 15:40,0.5,933.0,柏崎,37.3517,138.5533,柏崎:  0.5mm
747,54566,2019-8-22 15:40,0.5,949.0,入広瀬,37.3567,139.0717,入広瀬:  0.5mm
748,54586,2019-8-22 15:40,0.0,958.0,大潟,37.225,138.325,大潟:  0.0mm
749,54606,2019-8-22 15:40,0.0,954.0,小国,37.2917,138.7017,小国:  0.0mm
750,54616,2019-8-22 15:40,0.5,935.0,小出,37.2383,138.9617,小出:  0.5mm
751,54621,2019-8-22 15:40,0.5,962.0,大湯,37.205,139.0617,大湯:  0.5mm
752,54651,2019-8-22 15:40,0.0,936.0,高田,37.1067,138.2467,高田:  0.0mm
753,54661,2019-8-22 15:40,0.0,937.0,安塚,37.1067,138.4567,安塚:  0.0mm
754,54666,2019-8-22 15:40,0.0,966.0,川谷,37.2,138.5167,川谷:  0.0mm
755,54671,2019-8-22 15:40,0.0,955.0,松代,37.1317,138.6067,松代:  0.0mm
756,54676,2019-8-22 15:40,0.5,938.0,十日町,37.1433,138.7267,十日町:  0.5mm
757,54711,2019-8-22 15:40,0.0,940.0,糸魚川,37.0383,137.8617,糸魚川:  0.0mm
758,54721,2019-8-22 15:40,0.0,941.0,能生,37.0833,138.0233,能生:  0.0mm
759,54737,2019-8-22 15:40,0.0,967.0,筒方,37.03,138.3433,筒方:  0.0mm
760,54761,2019-8-22 15:40,0.0,963.0,塩沢,37.0383,138.8467,塩沢:  0.0mm
761,54816,2019-8-22 15:40,0.0,950.0,関山,36.9333,138.2217,関山:  0.0mm
762,54836,2019-8-22 15:40,0.0,944.0,津南,36.9967,138.6833,津南:  0.0mm
763,54841,2019-8-22 15:40,0.0,945.0,湯沢,36.9417,138.81,湯沢:  0.0mm
764,54876,2019-8-22 15:40,0.5,957.0,平岩,36.8867,137.8633,平岩:  0.5mm
765,54892,2019-8-22 15:40,0.0,965.0,樽本,36.89,138.275,樽本:  0.0mm
766,55022,2019-8-22 15:40,0.5,,,,,nan:  0.5mm
767,55041,2019-8-22 15:40,0.5,985.0,氷見,36.8633,136.96,氷見:  0.5mm
768,55056,2019-8-22 15:40,0.5,972.0,魚津,36.8217,137.4283,魚津:  0.5mm
769,55063,2019-8-22 15:40,0.0,986.0,宇奈月,36.8467,137.5567,宇奈月:  0.0mm
770,55091,2019-8-22 15:40,0.5,975.0,伏木,36.7917,137.055,伏木:  0.5mm
771,55102,2019-8-22 15:40,1.5,976.0,富山,36.7083,137.2017,富山:  1.5mm
772,55141,2019-8-22 15:40,1.0,977.0,砺波,36.61,136.955,砺波:  1.0mm
773,55151,2019-8-22 15:40,1.5,991.0,秋ヶ島,36.6483,137.1867,秋ヶ島:  1.5mm
774,55156,2019-8-22 15:40,0.5,988.0,大山,36.6083,137.2833,大山:  0.5mm
775,55166,2019-8-22 15:40,1.0,978.0,上市,36.67,137.4233,上市:  1.0mm
776,55191,2019-8-22 15:40,0.5,979.0,南砺高宮,36.545,136.8717,南砺高宮:  0.5mm
777,55206,2019-8-22 15:40,1.0,980.0,八尾,36.5783,137.1317,八尾:  1.0mm
778,55217,2019-8-22 15:40,0.0,993.0,立山芦峅,36.5767,137.385,立山芦峅:  0.0mm
779,55252,2019-8-22 15:40,0.0,992.0,五箇山,36.43,136.9417,五箇山:  0.0mm
780,55267,2019-8-22 15:40,0.0,990.0,猪谷,36.4733,137.2367,猪谷:  0.0mm
781,56036,2019-8-22 15:40,0.0,994.0,珠洲,37.4467,137.2867,珠洲:  0.0mm
782,56052,2019-8-22 15:40,0.0,995.0,輪島,37.3917,136.895,輪島:  0.0mm
783,56081,2019-8-22 15:40,0.0,996.0,門前,37.2617,136.7283,門前:  0.0mm
784,56093,2019-8-22 15:40,0.5,1010.0,三井,37.2933,136.9617,三井:  0.5mm
785,56116,2019-8-22 15:40,0.5,998.0,志賀,37.1433,136.725,志賀:  0.5mm
786,56146,2019-8-22 15:40,0.0,999.0,七尾,37.03,136.9917,七尾:  0.0mm
787,56176,2019-8-22 15:40,0.5,1000.0,羽咋,36.8933,136.7767,羽咋:  0.5mm
788,56186,2019-8-22 15:40,0.5,1001.0,かほく,36.7117,136.6917,かほく:  0.5mm
789,56192,2019-8-22 15:40,0.0,1011.0,宝達志水,36.7883,136.7683,宝達志水:  0.0mm
790,56227,2019-8-22 15:40,1.0,1003.0,金沢,36.5883,136.6333,金沢:  1.0mm
791,56232,2019-8-22 15:40,0.0,1004.0,医王山,36.52,136.745,医王山:  0.0mm
